,loan_amnt,funded_amnt,term,int_rate,installment,grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,addr_state,dti,delinq_2yrs,inq_last_6mths,open_acc,pub_rec,revol_bal,revol_util,total_acc,loan_status
13184,25000.0,25000.0, 60 ,0.20989999999999998,676.2,6.0,2 years,MORTGAGE,74000.0,Source Verified,2011.0,debt_consolidation,NY,15.73,1.0,2.0,11.0,1.0,4796.0,0.44799999999999995,23.0,1.0
13185,15000.0,15000.0, 36 ,0.12869999999999998,504.5,3.0,1 year,RENT,40000.0,Not Verified,2009.0,debt_consolidation,FL,22.74,0.0,0.0,12.0,0.0,17328.0,0.799,18.0,1.0
13186,10000.0,10000.0, 36 ,0.0603,304.36,1.0,3 years,MORTGAGE,50000.0,Not Verified,2011.0,debt_consolidation,PA,6.53,0.0,0.0,7.0,0.0,2.0,0.0,15.0,1.0
13187,14400.0,14400.0, 36 ,0.11710000000000001,476.3,2.0,3 years,MORTGAGE,70000.0,Source Verified,2011.0,debt_consolidation,OH,17.57,0.0,1.0,9.0,0.0,13521.0,0.884,26.0,0.0
13188,19750.0,12225.0, 60 ,0.0788,247.18,1.0,5 years,RENT,45000.0,Not Verified,2010.0,house,MA,23.44,0.0,1.0,6.0,0.0,10111.0,0.371,16.0,1.0
13189,11650.0,11650.0, 36 ,0.0662,357.7,1.0,10+ years,MORTGAGE,100000.0,Not Verified,2011.0,debt_consolidation,MN,9.04,0.0,1.0,11.0,0.0,97693.0,0.373,29.0,1.0
13190,5600.0,5600.0, 36 ,0.15960000000000002,196.77,3.0,10+ years,MORTGAGE,75000.0,Source Verified,2011.0,debt_consolidation,CA,13.07,0.0,2.0,20.0,0.0,7099.0,0.23600000000000002,35.0,1.0
13191,30000.0,30000.0, 60 ,0.1427,702.26,3.0,10+ years,MORTGAGE,60000.0,Verified,2011.0,debt_consolidation,WA,0.2,2.0,2.0,8.0,0.0,828.0,0.064,37.0,1.0
13192,1000.0,1000.0, 36 ,0.1268,33.55,3.0,10+ years,RENT,54000.0,Source Verified,2011.0,vacation,NV,14.58,0.0,0.0,11.0,0.0,6745.0,0.636,23.0,1.0
13193,4200.0,4200.0, 36 ,0.0729,130.25,1.0,< 1 year,MORTGAGE,51000.0,Verified,2011.0,debt_consolidation,AZ,17.18,3.0,0.0,8.0,0.0,2995.0,0.535,31.0,1.0
13195,13000.0,13000.0, 36 ,0.1398,444.19,3.0,3 years,RENT,76000.0,Verified,2010.0,credit_card,NJ,17.15,0.0,0.0,11.0,0.0,4152.0,0.349,15.0,1.0
13196,2000.0,2000.0, 36 ,0.1253,66.94,2.0,3 years,RENT,20400.0,Not Verified,2010.0,home_improvement,IL,24.35,1.0,1.0,3.0,0.0,0.0,0.0,7.0,1.0
13197,10200.0,10200.0, 36 ,0.079,319.17,1.0,< 1 year,MORTGAGE,65000.0,Source Verified,2011.0,other,CA,16.98,0.0,0.0,13.0,0.0,23338.0,0.384,27.0,1.0
13198,25000.0,25000.0, 36 ,0.1496,866.16,4.0,5 years,MORTGAGE,130000.0,Not Verified,2010.0,debt_consolidation,PA,14.76,1.0,0.0,11.0,0.0,39702.0,0.5870000000000001,26.0,1.0
13199,4625.0,4625.0, 36 ,0.1242,154.55,2.0,4 years,MORTGAGE,40000.0,Not Verified,2011.0,medical,KS,5.7,0.0,1.0,4.0,0.0,2240.0,0.17600000000000002,21.0,1.0
13200,16000.0,16000.0, 60 ,0.19690000000000002,421.15,5.0,4 years,RENT,136500.0,Verified,2011.0,wedding,CA,13.29,0.0,0.0,19.0,0.0,15568.0,0.833,40.0,1.0
13201,6000.0,6000.0, 36 ,0.0542,180.96,1.0,3 years,MORTGAGE,58000.0,Verified,2011.0,debt_consolidation,MA,7.84,0.0,1.0,10.0,0.0,1643.0,0.052000000000000005,24.0,1.0
13202,5000.0,5000.0, 60 ,0.1565,120.67,4.0,3 years,MORTGAGE,52000.0,Source Verified,2011.0,major_purchase,MD,0.23,0.0,1.0,3.0,0.0,675.0,0.036000000000000004,22.0,1.0
13203,4000.0,4000.0, 36 ,0.12689999999999999,134.18,2.0,6 years,MORTGAGE,60000.0,Not Verified,2011.0,major_purchase,IL,4.96,0.0,1.0,8.0,0.0,5792.0,0.536,16.0,1.0
13204,22000.0,22000.0, 36 ,0.079,688.39,1.0,8 years,MORTGAGE,140000.0,Verified,2011.0,credit_card,NH,14.68,0.0,0.0,8.0,0.0,72823.0,0.619,19.0,1.0
13205,18000.0,18000.0, 60 ,0.1361,415.2,3.0,6 years,MORTGAGE,120000.0,Source Verified,2010.0,credit_card,FL,15.81,0.0,2.0,7.0,0.0,43349.0,0.9309999999999999,19.0,1.0
13206,10000.0,10000.0, 36 ,0.1442,343.83,4.0,1 year,RENT,60000.0,Not Verified,2009.0,small_business,FL,11.26,0.0,2.0,5.0,1.0,4395.0,0.578,16.0,0.0
13207,4000.0,4000.0, 36 ,0.1183,132.54,2.0,1 year,RENT,30000.0,Not Verified,2009.0,debt_consolidation,MN,20.68,0.0,0.0,5.0,0.0,3866.0,0.53,14.0,0.0
13208,2700.0,2700.0, 36 ,0.1074,88.07,2.0,10+ years,MORTGAGE,66000.0,Not Verified,2011.0,small_business,AZ,14.44,0.0,1.0,6.0,0.0,20660.0,0.956,20.0,1.0
13209,3000.0,3000.0, 36 ,0.0888,95.24,2.0,< 1 year,RENT,67500.0,Source Verified,2010.0,debt_consolidation,IL,7.54,0.0,2.0,8.0,0.0,1960.0,0.09699999999999999,10.0,1.0
13210,9000.0,9000.0, 36 ,0.1533,313.46,4.0,4 years,RENT,51000.0,Verified,2010.0,medical,UT,11.32,0.0,0.0,9.0,0.0,5188.0,0.763,13.0,1.0
13211,1500.0,1500.0, 36 ,0.12990000000000002,50.54,3.0,7 years,RENT,27340.0,Verified,2011.0,debt_consolidation,WA,24.32,0.0,2.0,18.0,0.0,3829.0,0.488,28.0,1.0
13212,10000.0,10000.0, 60 ,0.1223,223.61,3.0,unknown,OWN,24000.0,Source Verified,2010.0,home_improvement,MO,2.5,0.0,4.0,4.0,0.0,2386.0,0.066,15.0,0.0
13213,8300.0,8300.0, 36 ,0.08900000000000001,263.56,1.0,10+ years,RENT,50000.0,Not Verified,2011.0,debt_consolidation,NV,6.24,0.0,0.0,8.0,0.0,6663.0,0.7909999999999999,15.0,1.0
13214,15000.0,15000.0, 60 ,0.15990000000000001,364.7,4.0,< 1 year,RENT,73000.0,Source Verified,2011.0,wedding,NY,9.32,0.0,0.0,10.0,0.0,17723.0,0.938,16.0,1.0
13215,4000.0,4000.0, 36 ,0.0542,120.64,1.0,10+ years,MORTGAGE,45000.0,Source Verified,2011.0,other,TX,25.17,0.0,0.0,7.0,0.0,5778.0,0.201,17.0,1.0
13217,5000.0,5000.0, 36 ,0.1114,164.02,2.0,2 years,RENT,23000.0,Not Verified,2009.0,debt_consolidation,NY,4.33,1.0,0.0,5.0,0.0,3612.0,0.546,19.0,1.0
13218,7750.0,7750.0, 36 ,0.1459,267.11,4.0,6 years,RENT,35000.0,Not Verified,2010.0,debt_consolidation,NY,24.99,2.0,3.0,6.0,0.0,721.0,0.11599999999999999,14.0,0.0
13219,10000.0,10000.0, 60 ,0.1558,240.96,4.0,4 years,RENT,33488.0,Source Verified,2010.0,debt_consolidation,CT,18.99,0.0,1.0,6.0,0.0,15724.0,0.5820000000000001,9.0,1.0
13220,7000.0,7000.0, 36 ,0.12990000000000002,235.83,3.0,10+ years,MORTGAGE,175000.0,Not Verified,2011.0,home_improvement,VA,9.38,0.0,0.0,6.0,0.0,3829.0,0.7659999999999999,17.0,1.0
13221,4000.0,4000.0, 36 ,0.1059,130.18,2.0,7 years,MORTGAGE,37000.0,Not Verified,2011.0,debt_consolidation,MD,16.77,0.0,3.0,12.0,0.0,2560.0,0.237,30.0,1.0
13222,10625.0,10625.0, 36 ,0.0662,326.23,1.0,4 years,RENT,33000.0,Verified,2011.0,debt_consolidation,WA,27.38,0.0,0.0,6.0,0.0,6290.0,0.46299999999999997,19.0,1.0
13223,3200.0,3200.0, 36 ,0.1099,104.75,2.0,10+ years,MORTGAGE,47125.0,Not Verified,2010.0,other,CA,21.34,0.0,2.0,8.0,0.0,1432.0,0.311,12.0,1.0
13224,6000.0,6000.0, 36 ,0.1472,207.18,3.0,10+ years,MORTGAGE,71000.0,Not Verified,2010.0,home_improvement,TX,12.27,0.0,1.0,6.0,0.0,1797.0,0.7809999999999999,23.0,1.0
13225,20000.0,20000.0, 36 ,0.138,681.62,3.0,7 years,RENT,120000.0,Verified,2011.0,debt_consolidation,IL,7.78,0.0,1.0,7.0,0.0,2920.0,0.584,25.0,1.0
13226,6000.0,6000.0, 36 ,0.13570000000000002,203.82,3.0,8 years,MORTGAGE,82000.0,Not Verified,2009.0,credit_card,MD,19.93,0.0,0.0,10.0,0.0,52116.0,0.953,22.0,1.0
13227,7500.0,7500.0, 36 ,0.1199,249.08,2.0,< 1 year,RENT,68000.0,Verified,2011.0,car,NC,19.76,0.0,1.0,13.0,0.0,9636.0,0.5920000000000001,24.0,1.0
13228,16800.0,16800.0, 36 ,0.0617,512.39,1.0,2 years,MORTGAGE,143000.0,Source Verified,2010.0,debt_consolidation,AZ,11.83,0.0,2.0,8.0,0.0,21936.0,0.5870000000000001,26.0,1.0
13229,20000.0,20000.0, 36 ,0.1099,654.71,2.0,4 years,MORTGAGE,96000.0,Verified,2010.0,debt_consolidation,WA,10.19,0.0,0.0,12.0,0.0,21153.0,0.556,34.0,1.0
13230,19700.0,19700.0, 36 ,0.079,616.42,1.0,< 1 year,MORTGAGE,78000.0,Source Verified,2011.0,debt_consolidation,SC,13.57,0.0,0.0,6.0,0.0,10362.0,0.677,14.0,1.0
13231,5000.0,5000.0, 36 ,0.1242,167.08,2.0,5 years,RENT,80000.0,Not Verified,2011.0,credit_card,FL,3.99,0.0,1.0,6.0,0.0,9217.0,0.83,18.0,1.0
13232,10000.0,10000.0, 36 ,0.1273,335.67,3.0,3 years,RENT,35000.0,Not Verified,2010.0,debt_consolidation,AL,8.71,0.0,0.0,8.0,0.0,6907.0,0.293,8.0,1.0
13233,5000.0,5000.0, 60 ,0.1186,110.87,2.0,7 years,RENT,60000.0,Source Verified,2010.0,wedding,CA,10.88,1.0,3.0,7.0,0.0,10.0,0.002,20.0,1.0
13234,12000.0,12000.0, 36 ,0.1565,419.82,4.0,6 years,MORTGAGE,52000.0,Verified,2011.0,debt_consolidation,NJ,21.74,0.0,3.0,9.0,0.0,14060.0,0.773,18.0,1.0
13235,4500.0,4500.0, 36 ,0.11710000000000001,148.85,2.0,5 years,OWN,26000.0,Not Verified,2011.0,car,FL,7.11,0.0,1.0,5.0,0.0,4578.0,0.526,9.0,1.0
13236,6500.0,6500.0, 36 ,0.1398,222.1,3.0,10+ years,MORTGAGE,45000.0,Source Verified,2010.0,debt_consolidation,CA,18.11,1.0,1.0,14.0,0.0,13560.0,0.287,29.0,1.0
13237,12000.0,12000.0, 60 ,0.0849,246.15,1.0,5 years,RENT,65000.0,Not Verified,2011.0,debt_consolidation,CT,20.31,0.0,0.0,11.0,0.0,912.0,0.02,28.0,1.0
13238,5000.0,5000.0, 60 ,0.1446,117.54,4.0,8 years,RENT,73000.0,Not Verified,2011.0,car,MD,13.2,0.0,1.0,4.0,0.0,6004.0,0.675,10.0,1.0
13240,12000.0,12000.0, 36 ,0.1148,395.63,2.0,1 year,MORTGAGE,50000.0,Source Verified,2009.0,credit_card,IL,13.87,0.0,2.0,15.0,0.0,15684.0,0.424,34.0,1.0
13241,15000.0,15000.0, 36 ,0.1025,485.78,2.0,10+ years,MORTGAGE,61400.0,Not Verified,2010.0,debt_consolidation,GA,19.99,0.0,1.0,11.0,0.0,14526.0,0.49200000000000005,19.0,1.0
13242,4500.0,4500.0, 36 ,0.079,140.81,1.0,< 1 year,RENT,41700.0,Source Verified,2011.0,medical,WA,1.58,0.0,0.0,4.0,0.0,1612.0,0.366,4.0,1.0
13243,24000.0,22850.0, 60 ,0.19690000000000002,601.46,5.0,< 1 year,RENT,90000.0,Verified,2011.0,debt_consolidation,CA,19.01,0.0,0.0,15.0,0.0,11243.0,0.961,32.0,1.0
13244,9000.0,9000.0, 36 ,0.15960000000000002,316.24,3.0,4 years,RENT,54000.0,Not Verified,2011.0,debt_consolidation,CA,8.27,0.0,1.0,9.0,0.0,7962.0,0.9590000000000001,16.0,1.0
13245,12000.0,12000.0, 60 ,0.12689999999999999,271.14,2.0,10+ years,MORTGAGE,78000.0,Verified,2011.0,major_purchase,AR,12.42,0.0,5.0,9.0,0.0,9288.0,0.645,38.0,1.0
13246,16000.0,16000.0, 36 ,0.1632,565.02,5.0,2 years,RENT,57000.0,Verified,2009.0,debt_consolidation,CA,5.64,0.0,0.0,4.0,0.0,19607.0,0.769,7.0,1.0
13247,10000.0,10000.0, 36 ,0.1149,329.72,2.0,8 years,RENT,68496.0,Source Verified,2010.0,debt_consolidation,NY,17.97,0.0,0.0,10.0,0.0,12185.0,0.512,25.0,1.0
13248,4750.0,4750.0, 36 ,0.09630000000000001,152.45,1.0,< 1 year,MORTGAGE,30000.0,Not Verified,2009.0,house,AZ,12.52,0.0,3.0,8.0,0.0,6070.0,0.303,15.0,0.0
13249,20000.0,20000.0, 60 ,0.0999,424.85,2.0,3 years,RENT,40000.0,Verified,2010.0,debt_consolidation,MD,18.45,0.0,0.0,5.0,0.0,17656.0,0.642,7.0,1.0
13250,3000.0,3000.0, 36 ,0.0766,93.54,1.0,6 years,OWN,40000.0,Verified,2011.0,home_improvement,FL,21.42,0.0,1.0,8.0,0.0,2294.0,0.5660000000000001,17.0,1.0
13252,35000.0,35000.0, 60 ,0.2167,960.11,6.0,3 years,MORTGAGE,270000.0,Verified,2011.0,debt_consolidation,CO,12.9,0.0,3.0,12.0,0.0,40299.0,0.895,51.0,0.0
13253,2875.0,2875.0, 36 ,0.1199,95.48,2.0,4 years,OWN,40800.0,Not Verified,2011.0,moving,CA,16.06,0.0,1.0,6.0,0.0,4159.0,0.924,6.0,0.0
13255,6400.0,6400.0, 36 ,0.0751,199.11,1.0,3 years,MORTGAGE,34500.0,Not Verified,2011.0,debt_consolidation,FL,12.03,0.0,1.0,6.0,0.0,4347.0,0.243,15.0,1.0
13257,9600.0,9600.0, 36 ,0.1727,343.56,4.0,3 years,RENT,42000.0,Source Verified,2011.0,other,NJ,24.09,0.0,0.0,8.0,0.0,33634.0,0.9640000000000001,13.0,0.0
13258,5000.0,5000.0, 36 ,0.10949999999999999,163.57,2.0,10+ years,MORTGAGE,109500.0,Not Verified,2009.0,wedding,MD,15.75,0.0,2.0,10.0,0.0,34267.0,0.675,31.0,1.0
13259,7975.0,7975.0, 36 ,0.07490000000000001,248.04,1.0,unknown,MORTGAGE,43200.0,Not Verified,2011.0,home_improvement,GA,14.06,0.0,2.0,6.0,0.0,165.0,0.01,20.0,1.0
13260,7000.0,7000.0, 36 ,0.1465,241.46,3.0,2 years,RENT,38000.0,Not Verified,2011.0,medical,CA,12.13,0.0,1.0,4.0,0.0,7505.0,0.853,13.0,0.0
13261,8000.0,8000.0, 60 ,0.07139999999999999,158.94,1.0,2 years,RENT,70500.0,Verified,2010.0,car,TX,18.86,0.0,3.0,8.0,0.0,8592.0,0.239,11.0,1.0
13262,20000.0,20000.0, 36 ,0.1183,662.68,2.0,1 year,MORTGAGE,90000.0,Verified,2009.0,credit_card,FL,14.55,0.0,0.0,9.0,0.0,24839.0,0.812,34.0,1.0
13263,25000.0,25000.0, 36 ,0.1528,870.07,4.0,8 years,MORTGAGE,174996.0,Verified,2011.0,small_business,KS,4.16,0.0,1.0,24.0,1.0,7458.0,0.13699999999999998,50.0,1.0
13264,10000.0,10000.0, 36 ,0.1322,338.01,3.0,< 1 year,RENT,48000.0,Verified,2009.0,credit_card,MA,22.43,0.0,0.0,8.0,0.0,5082.0,0.376,14.0,1.0
13265,10000.0,10000.0, 60 ,0.1186,221.74,2.0,2 years,OWN,24000.0,Verified,2010.0,debt_consolidation,MO,19.6,0.0,3.0,5.0,0.0,2935.0,0.652,7.0,0.0
13266,25000.0,25000.0, 60 ,0.1306,569.6,3.0,10+ years,MORTGAGE,75000.0,Verified,2011.0,debt_consolidation,OH,19.82,0.0,0.0,8.0,0.0,38584.0,0.715,20.0,0.0
13267,14400.0,14400.0, 60 ,0.1099,313.02,2.0,10+ years,MORTGAGE,112008.0,Not Verified,2011.0,debt_consolidation,KS,14.08,0.0,0.0,11.0,0.0,15286.0,0.298,39.0,1.0
13268,25000.0,25000.0, 60 ,0.183,638.93,6.0,3 years,MORTGAGE,137496.0,Source Verified,2010.0,debt_consolidation,TX,13.02,0.0,0.0,8.0,0.0,38090.0,0.9359999999999999,14.0,1.0
13269,25000.0,25000.0, 36 ,0.16449999999999998,884.5,5.0,10+ years,MORTGAGE,110000.0,Verified,2010.0,debt_consolidation,TX,9.97,0.0,0.0,8.0,1.0,15661.0,0.87,22.0,0.0
13271,9800.0,9800.0, 36 ,0.0751,304.89,1.0,10+ years,RENT,50000.0,Not Verified,2011.0,other,CA,27.26,0.0,3.0,12.0,0.0,12028.0,0.309,24.0,0.0
13272,14000.0,14000.0, 36 ,0.079,438.07,1.0,8 years,MORTGAGE,90000.0,Not Verified,2011.0,home_improvement,CA,18.28,0.0,0.0,12.0,0.0,9291.0,0.276,17.0,1.0
13274,5000.0,5000.0, 36 ,0.1273,167.84,3.0,7 years,RENT,47000.0,Not Verified,2010.0,debt_consolidation,PA,2.04,1.0,1.0,6.0,0.0,1319.0,0.44,12.0,1.0
13275,4800.0,4800.0, 36 ,0.0788,150.15,1.0,2 years,MORTGAGE,140000.0,Not Verified,2010.0,debt_consolidation,VA,15.93,0.0,1.0,11.0,0.0,29030.0,0.667,43.0,1.0
13276,12000.0,12000.0, 36 ,0.1036,389.24,2.0,4 years,RENT,42000.0,Source Verified,2010.0,small_business,GA,20.29,0.0,1.0,16.0,0.0,6835.0,0.565,16.0,0.0
13277,1000.0,1000.0, 36 ,0.10619999999999999,32.56,2.0,3 years,RENT,40000.0,Source Verified,2010.0,other,CA,4.8,0.0,0.0,7.0,0.0,1024.0,0.7879999999999999,20.0,1.0
13278,1800.0,1800.0, 36 ,0.0542,54.29,1.0,unknown,OWN,29184.0,Not Verified,2010.0,small_business,MI,23.68,0.0,2.0,7.0,0.0,30037.0,0.235,24.0,1.0
13279,12000.0,12000.0, 60 ,0.1268,271.08,3.0,5 years,RENT,67380.0,Source Verified,2011.0,debt_consolidation,MD,18.2,0.0,0.0,15.0,0.0,17098.0,0.52,19.0,1.0
13280,20000.0,20000.0, 36 ,0.13849999999999998,682.08,3.0,2 years,RENT,80000.0,Verified,2010.0,debt_consolidation,NY,18.63,1.0,3.0,13.0,0.0,12189.0,0.6729999999999999,26.0,0.0
13281,14000.0,14000.0, 36 ,0.09880000000000001,450.95,2.0,2 years,RENT,50000.0,Verified,2010.0,debt_consolidation,CO,6.1,0.0,1.0,9.0,0.0,7315.0,0.27399999999999997,17.0,1.0
13282,15000.0,15000.0, 36 ,0.12689999999999999,503.18,2.0,5 years,RENT,75000.0,Not Verified,2011.0,debt_consolidation,CA,7.97,0.0,2.0,9.0,0.0,6870.0,0.435,26.0,1.0
13283,19000.0,19000.0, 60 ,0.1714,473.64,5.0,< 1 year,RENT,54996.0,Verified,2011.0,debt_consolidation,NY,23.26,0.0,0.0,6.0,0.0,18658.0,0.8170000000000001,9.0,0.0
13284,25000.0,25000.0, 36 ,0.1442,859.57,4.0,8 years,OWN,300000.0,Verified,2009.0,home_improvement,NY,1.48,1.0,2.0,9.0,0.0,28367.0,0.665,15.0,1.0
13285,18000.0,18000.0, 36 ,0.1632,635.68,4.0,3 years,RENT,60000.0,Source Verified,2010.0,credit_card,NY,8.02,0.0,0.0,16.0,0.0,10412.0,0.691,22.0,1.0
13286,5000.0,5000.0, 36 ,0.0849,157.82,1.0,3 years,RENT,40000.0,Not Verified,2011.0,vacation,NY,16.5,1.0,0.0,14.0,0.0,6826.0,0.506,22.0,0.0
13287,8000.0,8000.0, 36 ,0.1531,278.53,4.0,< 1 year,RENT,55000.0,Not Verified,2009.0,small_business,CA,19.66,0.0,1.0,8.0,0.0,39644.0,0.10300000000000001,22.0,1.0
13288,5000.0,5000.0, 36 ,0.0932,159.74,1.0,2 years,RENT,58979.28,Not Verified,2009.0,house,FL,10.46,0.0,1.0,5.0,0.0,152.0,0.006,14.0,1.0
13289,2000.0,2000.0, 36 ,0.0788,62.57,1.0,5 years,RENT,18996.0,Source Verified,2010.0,other,NY,21.29,0.0,1.0,5.0,0.0,2256.0,0.684,13.0,1.0
13290,1600.0,1600.0, 36 ,0.1825,58.05,4.0,< 1 year,RENT,14400.0,Verified,2011.0,debt_consolidation,NC,22.92,0.0,0.0,9.0,0.0,1775.0,0.986,15.0,1.0
13291,6000.0,6000.0, 36 ,0.09910000000000001,193.35,2.0,< 1 year,MORTGAGE,90000.0,Not Verified,2011.0,credit_card,TX,21.64,0.0,1.0,14.0,0.0,27710.0,0.5710000000000001,25.0,1.0
13293,3600.0,3600.0, 36 ,0.12689999999999999,120.77,2.0,6 years,RENT,38400.0,Source Verified,2011.0,debt_consolidation,KS,24.06,0.0,0.0,4.0,0.0,1714.0,0.0016,7.0,1.0
13295,9000.0,9000.0, 60 ,0.1751,226.15,5.0,1 year,MORTGAGE,50000.0,Source Verified,2011.0,credit_card,TX,21.34,0.0,0.0,7.0,0.0,4635.0,0.45,19.0,1.0
13296,4450.0,4450.0, 36 ,0.10369999999999999,144.37,2.0,4 years,MORTGAGE,45000.0,Source Verified,2011.0,credit_card,OR,21.89,0.0,1.0,12.0,0.0,8809.0,0.667,17.0,1.0
13297,7000.0,7000.0, 36 ,0.1075,228.35,2.0,4 years,RENT,24000.0,Source Verified,2010.0,debt_consolidation,CA,23.5,0.0,1.0,3.0,0.0,3271.0,0.545,9.0,1.0
13298,9000.0,9000.0, 36 ,0.1562,314.73,4.0,1 year,RENT,38400.0,Not Verified,2011.0,debt_consolidation,NM,6.41,0.0,0.0,3.0,0.0,238.0,0.47600000000000003,11.0,0.0
13299,19000.0,19000.0, 60 ,0.11710000000000001,419.87,2.0,7 years,MORTGAGE,76700.0,Source Verified,2011.0,debt_consolidation,CA,11.37,0.0,0.0,7.0,0.0,19030.0,0.5329999999999999,16.0,1.0
13301,6000.0,6000.0, 36 ,0.12869999999999998,201.8,3.0,1 year,RENT,47000.0,Not Verified,2009.0,debt_consolidation,GA,3.75,1.0,1.0,4.0,0.0,3343.0,0.777,32.0,1.0
13303,7800.0,7800.0, 60 ,0.1361,179.92,3.0,6 years,RENT,33996.0,Not Verified,2010.0,other,CA,16.27,0.0,1.0,11.0,0.0,6961.0,0.8109999999999999,20.0,1.0
13304,29700.0,29700.0, 60 ,0.11710000000000001,656.32,2.0,10+ years,MORTGAGE,57000.0,Verified,2011.0,vacation,CA,16.04,0.0,0.0,5.0,0.0,15259.0,0.436,10.0,1.0
13305,15000.0,9725.0, 60 ,0.1689,241.12,4.0,1 year,RENT,59000.0,Source Verified,2011.0,debt_consolidation,FL,21.46,0.0,0.0,9.0,0.0,6477.0,0.8,16.0,0.0
13306,1400.0,1400.0, 36 ,0.1349,47.51,3.0,9 years,MORTGAGE,21600.0,Not Verified,2011.0,moving,AZ,6.28,0.0,0.0,7.0,0.0,3599.0,0.59,25.0,1.0
13307,2500.0,2500.0, 36 ,0.1284,84.05,3.0,2 years,RENT,29000.0,Not Verified,2009.0,house,OR,17.17,0.0,0.0,6.0,1.0,1687.0,0.392,11.0,0.0
13308,8125.0,8125.0, 60 ,0.1343,186.67,3.0,< 1 year,MORTGAGE,107000.0,Verified,2011.0,debt_consolidation,CA,15.08,0.0,1.0,14.0,0.0,23311.0,0.762,33.0,1.0
13309,2050.0,2050.0, 36 ,0.0888,65.08,2.0,1 year,RENT,30000.0,Not Verified,2010.0,moving,CA,17.16,0.0,1.0,4.0,0.0,13238.0,0.40399999999999997,13.0,0.0
13310,4350.0,4350.0, 36 ,0.1629,153.56,4.0,< 1 year,RENT,20000.0,Not Verified,2011.0,credit_card,FL,20.7,0.0,2.0,8.0,0.0,10863.0,0.905,15.0,1.0
13311,5000.0,5000.0, 36 ,0.1323,169.03,3.0,4 years,RENT,75000.0,Not Verified,2010.0,debt_consolidation,MN,11.17,1.0,0.0,6.0,0.0,4404.0,0.449,7.0,1.0
13312,6500.0,6500.0, 36 ,0.1038,210.9,2.0,2 years,RENT,26400.0,Not Verified,2010.0,credit_card,OH,20.86,0.0,0.0,5.0,0.0,6865.0,0.5820000000000001,10.0,1.0
13313,8000.0,8000.0, 36 ,0.1199,265.68,2.0,10+ years,RENT,40000.0,Source Verified,2011.0,debt_consolidation,IL,24.9,0.0,1.0,10.0,1.0,13978.0,0.8320000000000001,21.0,0.0
13314,19600.0,19600.0, 60 ,0.1349,450.9,3.0,10+ years,MORTGAGE,57996.0,Verified,2011.0,debt_consolidation,SC,14.96,0.0,0.0,12.0,0.0,18899.0,0.524,38.0,1.0
13315,5450.0,5450.0, 36 ,0.079,170.54,1.0,7 years,RENT,83004.0,Not Verified,2011.0,debt_consolidation,CT,7.42,0.0,0.0,8.0,0.0,11229.0,0.545,31.0,1.0
13316,20000.0,20000.0, 36 ,0.1112,655.92,2.0,unknown,OWN,60000.0,Verified,2010.0,debt_consolidation,VA,9.12,0.0,1.0,10.0,1.0,17410.0,0.419,22.0,1.0
13317,4800.0,4800.0, 36 ,0.15990000000000001,168.74,4.0,1 year,OWN,27996.0,Not Verified,2011.0,debt_consolidation,KS,7.29,0.0,0.0,4.0,0.0,5855.0,0.8490000000000001,8.0,1.0
13318,30000.0,18850.0, 60 ,0.19690000000000002,496.17,5.0,2 years,MORTGAGE,137170.0,Verified,2011.0,debt_consolidation,MT,13.13,0.0,3.0,21.0,0.0,28038.0,0.474,34.0,0.0
13319,11000.0,11000.0, 60 ,0.1398,255.84,3.0,2 years,RENT,80000.0,Not Verified,2010.0,credit_card,PA,21.63,0.0,0.0,9.0,0.0,10937.0,0.754,17.0,1.0
13320,12000.0,12000.0, 36 ,0.1323,405.66,3.0,3 years,RENT,55000.0,Source Verified,2010.0,debt_consolidation,NJ,11.24,0.0,0.0,7.0,0.0,6457.0,0.778,17.0,1.0
13321,2100.0,2100.0, 36 ,0.07400000000000001,65.23,1.0,10+ years,MORTGAGE,113000.0,Not Verified,2009.0,credit_card,NV,13.19,0.0,0.0,14.0,0.0,19548.0,0.37200000000000005,25.0,1.0
13322,16000.0,16000.0, 60 ,0.0691,316.15,1.0,5 years,MORTGAGE,100000.0,Source Verified,2010.0,debt_consolidation,CA,3.02,0.0,0.0,6.0,0.0,12169.0,0.29100000000000004,8.0,1.0
13323,21000.0,21000.0, 36 ,0.1148,692.34,2.0,10+ years,OWN,180000.0,Verified,2009.0,home_improvement,CA,1.98,0.0,1.0,6.0,0.0,682.0,0.033,15.0,1.0
13324,2000.0,2000.0, 36 ,0.1253,66.94,2.0,2 years,RENT,32000.0,Not Verified,2009.0,other,CA,9.04,0.0,0.0,6.0,0.0,10186.0,0.507,7.0,0.0
13325,1000.0,1000.0, 36 ,0.0999,32.27,2.0,3 years,MORTGAGE,35138.4,Source Verified,2011.0,home_improvement,CO,15.03,0.0,1.0,7.0,0.0,24931.0,0.8370000000000001,26.0,1.0
13326,15000.0,15000.0, 36 ,0.10949999999999999,490.71,2.0,< 1 year,MORTGAGE,80000.0,Verified,2009.0,small_business,TX,2.77,0.0,1.0,13.0,0.0,11002.0,0.209,30.0,1.0
13327,19750.0,19750.0, 36 ,0.1558,690.27,4.0,5 years,MORTGAGE,55000.0,Verified,2010.0,credit_card,GA,22.43,0.0,0.0,23.0,0.0,17327.0,0.882,28.0,0.0
